image_id,image_path,mask_path,width,height,instance_count,image_sha256,mask_sha256
PennPed00018,PNGImages/PennPed00018.png,PedMasks/PennPed00018_mask.png,460,344,2,cd32237ab5568fc1723cfacb187ee6eef8934eb7ffe42f62fee3350cb02df99c,c915164760a99f48890484a8c58c0af01baab43addc0979380a3f2d66efd8dd7
PennPed00058,PNGImages/PennPed00058.png,PedMasks/PennPed00058_mask.png,509,380,4,02acf9b54c5721283950f204446dd3030967ab48c3c826deeceb45e224e1e60f,5d04047244c95617414a9a33b54ac07dee6bf7a486b45bf75ff4e359bd0e5806
PennPed00021,PNGImages/PennPed00021.png,PedMasks/PennPed00021_mask.png,712,436,3,b2f9df0c5a67504ed9bed82191f76cfd349ad2dfc5510e2616e6ba181dde36b2,86e7353a061162d7d0a148b3eb3e08ac0c87d312a009e6ed5293b3c3eff3363e
PennPed00040,PNGImages/PennPed00040.png,PedMasks/PennPed00040_mask.png,406,342,1,6fb46eb5e99d6df95e76b483e7b6205760f5e97907a85f3eff1507c5f875da50,91b02bcc5f3a3767feeaebe2e4f49a8a8a5980aad3aa34377b3c078bcd35ed4c
PennPed00015,PNGImages/PennPed00015.png,PedMasks/PennPed00015_mask.png,906,438,3,da2663a4eaf5fa294ff0d53b172cde50746857d873ee2ad1dc111d08908406a8,cc7ed68006ddce7791eddf168b0662c1cb804e260b415266783c77e84412c5b3
FudanPed00016,PNGImages/FudanPed00016.png,PedMasks/FudanPed00016_mask.png,544,425,3,3821e9ed61b299c3ca31f761f181e1791d898359406adb66fc66d65fa49a6388,e3582dff805a88c674c63edcd81bb400f6f4c37752b6f6da854ff91df76aab72
FudanPed00013,PNGImages/FudanPed00013.png,PedMasks/FudanPed00013_mask.png,652,498,1,b3e23ae41d57b2fb4803b0202ba384f556d2b2eadca71d97b03000867a79bd6d,b167f4342cb9103b831dbd66f37672a6d27397dabb561180d57d154ad041528b
FudanPed00005,PNGImages/FudanPed00005.png,PedMasks/FudanPed00005_mask.png,335,344,2,4de7a665b06b680c715c2d6941611bb372ac0c33d98a09ac1673cbe6af1a66f7,d404c81d749b0f589334607c13148c3a1497b779615475cc436dcdca0d67c456
PennPed00045,PNGImages/PennPed00045.png,PedMasks/PennPed00045_mask.png,692,395,6,ebe047a39d1d75871cc07cc83b9ad45715aafb7799d1a648aa9e340690690f46,55230f5246aeb48c8859d9145a8dc09278eafcf732680ca864868bd5f9390a46
PennPed00052,PNGImages/PennPed00052.png,PedMasks/PennPed00052_mask.png,682,525,5,013d6f5301dba88f4d9d678a9b46237458f96476fbe42f682d0b01d2c4ec9eaa,275a2ec89a25ba41d9cf8c04e204d5e1bdb4918c63428883f6ac6bd2c294cf1d
PennPed00088,PNGImages/PennPed00088.png,PedMasks/PennPed00088_mask.png,375,320,1,dd4c57455ead9f9bd5d9f6aa9bc690cfada6fa65fb8cf776f34fef0b30657d71,f118af68141d0a9c7d02717e4c16c7591121755944e9375012034451ecea1661
FudanPed00036,PNGImages/FudanPed00036.png,PedMasks/FudanPed00036_mask.png,1017,444,4,5385c270c96aa38f1efcf6107f74f107d4090937f20686fadd1a457fe0508357,5650d01fe791dff12d414c491ef8662ecf019796a7bffd76135992bafd58fc8c
PennPed00001,PNGImages/PennPed00001.png,PedMasks/PennPed00001_mask.png,612,406,5,c90af45f1e29ad3b4dcab13551ed7d26f5bc7e35f12907f79469ac6714e9da94,c9f16f549b6782a5205cea15bd68fd0b9b232d5730ddd211f4389144115a111b
PennPed00055,PNGImages/PennPed00055.png,PedMasks/PennPed00055_mask.png,417,353,2,0551ece0620b8b61d01dc34b35805d1ed211d6a3beb15e22652c4beca392eaae,b8185a374b985988e3a0580c5134e015ba0a12c8cb57cfda8bab9b186f91249d
PennPed00072,PNGImages/PennPed00072.png,PedMasks/PennPed00072_mask.png,473,348,2,4839f8ddd782becdddb4f778d018211392cfbe3c588a0d98e322d639be767f98,d4df2981ef881aae235e91136b83f6d17abbc95599abae8b29523489a664615b
PennPed00028,PNGImages/PennPed00028.png,PedMasks/PennPed00028_mask.png,416,368,1,3e782b04ee66983b2ee1e4d0848cf6ef44d7923217515634415345e0b1685520,b2169f370bafcbd88e6aa7e8aca48baf585cae9efb5df19dde2f3033d72079eb
PennPed00071,PNGImages/PennPed00071.png,PedMasks/PennPed00071_mask.png,767,379,6,44b25a5eb364cd5fa13d1739f27a6b0fe4476bbca54feab6d940705a632967c1,dd3da39eb13a7713d56fbb65cdc98a9378a8cae628d064f5097244845efa8baf
FudanPed00051,PNGImages/FudanPed00051.png,PedMasks/FudanPed00051_mask.png,448,501,1,03697f57dae4fabd073a18dcb9e9f877acee3b610b41db1e726faa0a6aeed013,8e900077323baa3bf565ef57a459f26fd21e1e564640838e6ee8a959abb1572e
PennPed00086,PNGImages/PennPed00086.png,PedMasks/PennPed00086_mask.png,474,354,5,17e40a1f137e9ee1e5c577111cebd3d9bc8db270873af83a250bcfda17589e35,27df024de5520da577d17c88dba63aa6f092c5537f7722645420e7890bb774c8
PennPed00093,PNGImages/PennPed00093.png,PedMasks/PennPed00093_mask.png,368,311,1,014e2c30dbd83f14b3a5ac5ac32a66d4077d1ba892726096eb3075e0399e97f3,922ac9892984180c9440a1bec4b9d13c6c6adc963bc1a171e4be1678ce884cf6
FudanPed00063,PNGImages/FudanPed00063.png,PedMasks/FudanPed00063_mask.png,486,359,5,471509461bee4ddab5e7ad00ae28a40ab82e8bcf9d048f1fe05cfcf403c4f4f2,e19f20f8c62bda94f956101c264528149aecda9ffcd4b4c90cb99800ebc0dbc3
FudanPed00002,PNGImages/FudanPed00002.png,PedMasks/FudanPed00002_mask.png,455,414,1,42f94e40ca5857687be170ecdebef0ee41094e5386160e0c756f0c94a735d39e,292e539ed36b3cb524f9dcf53f2423ecdfd6a7568fa1673387d5eca2a0b79714
PennPed00038,PNGImages/PennPed00038.png,PedMasks/PennPed00038_mask.png,436,353,1,0805e5a01ec02d777190e5c0924d1a78a3d619eb7b9f9a2f47abbf8f858bcc42,2a8df34bee5a80ae0b0aeb5f06509097d5546cb8d52d5c95ecdcb2cfc00c78fd
FudanPed00056,PNGImages/FudanPed00056.png,PedMasks/FudanPed00056_mask.png,565,581,3,dba142d05726356146c23ad4dd261f7a9b87542cc5b7f84a6c2320dec958ffa8,cb33be70da8f3a8b9587c5f51b45843acc025a4188c530e93c192675f490d72e
FudanPed00046,PNGImages/FudanPed00046.png,PedMasks/FudanPed00046_mask.png,567,438,4,0a7834abaf3f28bb667792058f220caaeb91a38b64302edb38dd0bdc3be4f80a,8fb8de481a98c9cf64bb4672d5b2119d18267772dcd52bb2356f955766e00647
PennPed00014,PNGImages/PennPed00014.png,PedMasks/PennPed00014_mask.png,542,368,4,a04437ea5bc66466c06d2f7a6e493cd5150864b15420036698440d82498d49f4,51b3a3362ceabeaa6d1a48b9b8a2cdca6fb51c6438e56087bcfc2dd3410e74af
PennPed00078,PNGImages/PennPed00078.png,PedMasks/PennPed00078_mask.png,349,372,1,ba3e13d576760772437b86f6cb5cce221a3190c663d8a1b9333827b4904e072c,854bd439892c0bd5665512ddf1de6e45aafb9a7c942fc7be91f8bd6393c73fac
FudanPed00014,PNGImages/FudanPed00014.png,PedMasks/FudanPed00014_mask.png,456,383,1,462eff93c4c491fb20e1e01e5949dcc27b93d6421507a6454356578040c73ce6,891479c927fb79bad6188e72d58e93b15582d83a3c973c4255de1387aef4f3c6
FudanPed00044,PNGImages/FudanPed00044.png,PedMasks/FudanPed00044_mask.png,521,494,4,2037dca40073cecf99494127133a7beefbc29f54c97f02b876bc2fffabc6ce8f,74e8c86502b36b8788a9e458db1c3ca6c8457df069d0569abd9ea48d7d20a1e1
FudanPed00041,PNGImages/FudanPed00041.png,PedMasks/FudanPed00041_mask.png,552,507,3,95997257f63267427f726e6f4e809acefc7993fa943aaf7effd9070d145bba99,4a54ac000fad575dda2da511811dc49924ead26ac7249901b4c06133ac441e7e
PennPed00090,PNGImages/PennPed00090.png,PedMasks/PennPed00090_mask.png,500,370,3,deac99c59abcd01246dcb0cd8bd75f43cbcf474b3986fcdaf03659e55b23007d,c8ae7ce336a4d3ae72b9d89eaff839baf17d605171dcf0178af01c5a467fb284
PennPed00084,PNGImages/PennPed00084.png,PedMasks/PennPed00084_mask.png,370,356,3,466516051ccfd22fac3126dbd0ab13b07d3202864561511584c2fb20afee7e3f,ebd38e97c862da5311d466c7bfdbc409df623376cde4c01746dfcc58bd386295
PennPed00019,PNGImages/PennPed00019.png,PedMasks/PennPed00019_mask.png,734,404,7,8f9c7e9ce94bd961e2bfa5e93543ad72cedff776f575bea6198681fa1de27d32,cd24351b15910524edddd02466c4a4fba1db8e6913310edb9644f17166aaef5a
FudanPed00067,PNGImages/FudanPed00067.png,PedMasks/FudanPed00067_mask.png,453,416,1,1763f4b22c509622b254bd6af3203e78b92e8dee2573e1dff3afc8d7dcd28e16,e4af7b75e5908051502948dfed98c0328d7ee2506a53ba30729bfdb0e7b7e60c
PennPed00024,PNGImages/PennPed00024.png,PedMasks/PennPed00024_mask.png,409,384,1,41daba4c62a049b1c15fae0a1026d34b05b4e39d3da35fc1510547a3aeb5f1d5,ed69d9211f4825b78ec2458de3be978d44372121df499d3ac9ac26080f16b4b4
FudanPed00020,PNGImages/FudanPed00020.png,PedMasks/FudanPed00020_mask.png,555,417,1,bc12e150a972308d87356e57f5e0aea246b18c4dd99826a581729a5e8686b6a2,f72cada3c2d83f40a819c68106f348d2c9fbc413e9b323c5558d9b886b51985e
PennPed00064,PNGImages/PennPed00064.png,PedMasks/PennPed00064_mask.png,370,322,1,4dfb95e5d231c6c9ccd16b94eebbe1d3de80d0c89d3c07f935ef3b49174f9d6a,7489dfa6b2190b4e3e57e5e9435b26299487acdd44e2ba75d99495a9aa2329c6
FudanPed00045,PNGImages/FudanPed00045.png,PedMasks/FudanPed00045_mask.png,487,538,3,932e97b8d33e3c58c604b850fcb6a9a68fd6998ec92d1dd1a268edac76d6d86c,8d750393c00cdce41232c086651ec469b412b98d9475454e2c710970d4c45fdf
FudanPed00043,PNGImages/FudanPed00043.png,PedMasks/FudanPed00043_mask.png,493,518,3,af2dfd6ca0e27005d25d563b27b9a44229b7da7be1be2c766b22eb7c016ddd59,1ac5d9d017bdbb71afb9fa4dba12880208c9052d0998f10da73eca03871077fc
PennPed00061,PNGImages/PennPed00061.png,PedMasks/PennPed00061_mask.png,314,320,2,20b064554baedefdd2ccdf058047df35b432013adc2e4c89f6374dc12ae3796f,589a3d81dd61fe82f2e013dd6cc9851ad99df7a81946f80df8643b324b67f5f3
FudanPed00032,PNGImages/FudanPed00032.png,PedMasks/FudanPed00032_mask.png,608,474,1,ba975b6872be7e71a450a23551d214e851fe6c2a67174a852225e0f64c07c6d9,2215b9c68f27a719e0c5a392dae3bc8cf9fc0ee88f03bec111b3ca87f5b07f6f
PennPed00027,PNGImages/PennPed00027.png,PedMasks/PennPed00027_mask.png,492,391,3,24ff119f34cdee0759782417cc2ef0d65fb194d4bc36f424bb9e6d73b94243ac,75eab56d91519fa23d79b745583688816fe78cb52471aff6426a97d7287918d2
PennPed00033,PNGImages/PennPed00033.png,PedMasks/PennPed00033_mask.png,533,391,4,5f54c6f9f3d04d4ec0d03faea62f2adaff2698abc412c86fbb0ee26b5c0eb2a9,ebd1606b1b9a45df528c93d71c96098ef4e8dba6a067425a7aa3bf999020e2d6
PennPed00085,PNGImages/PennPed00085.png,PedMasks/PennPed00085_mask.png,403,341,2,0e9a2f0210b3f1de793ac00b5d8e3a2accfee2e4c15d97c1d4460c651c0890fd,7d0387b6b5a26060fcd1821acba5ca3d7288aab2bdf19cf4cbcbd1dda346b1b5
PennPed00092,PNGImages/PennPed00092.png,PedMasks/PennPed00092_mask.png,600,447,2,ffa7730b89a87a352e616af579c1cdf06035a8d003e8c1a739760e63cb9905fa,ce7be40828f81ba82feb50066604b1c6fcd57fabcf136e475d3b64580dc5ed11
PennPed00013,PNGImages/PennPed00013.png,PedMasks/PennPed00013_mask.png,564,385,4,e2383d58bbb78c8aae60002d4a2cf061c4fd30da96e884a6682a9fd244e70b12,b81a2ab35adbade99f3ef1d30708fcf99a0d67a56915df51eaf3ad2d7626ad19
FudanPed00018,PNGImages/FudanPed00018.png,PedMasks/FudanPed00018_mask.png,253,323,1,503db5cbf8a4d2f68e7a191656320163a74b0d0a7e7a0de0bc7645c7330379e6,fefaa640bf0c1b5a5624bb1911e34e5d053f3fc71022607b8efbc6ee03e4b9ad
PennPed00005,PNGImages/PennPed00005.png,PedMasks/PennPed00005_mask.png,767,454,5,aef0bab472bac61c91e11afbfe264f950e1b7b495c031be80b61d32eb477008b,5756a20f99fa60f02b7b915da6c41af03495f2130169b06e1ada2d4a36a426de
FudanPed00040,PNGImages/FudanPed00040.png,PedMasks/FudanPed00040_mask.png,550,482,2,6b90d12818232a8b5ea8b4262d48f7baac29f9dcffb802812ca3a02acd499845,190e108e0ce5bf43f6acd6ce23227759b6e19d9edb2d1eadc9e553e707ef89c4
FudanPed00008,PNGImages/FudanPed00008.png,PedMasks/FudanPed00008_mask.png,388,454,2,4c3f3a2bbd2632442d3531fe3ce4299bfadd8e4c65a0d1df8d328ca97cd223ec,77897d013416d6ba4ac7bf1005a4409e011fbe4168404d11f5fb2ccf79009e4a
FudanPed00026,PNGImages/FudanPed00026.png,PedMasks/FudanPed00026_mask.png,440,427,2,7a108cfe65ba5c2c89ea0400095685811854d78c618a39cd6298d183666c8780,3b211289c67797eac83d49b1d33f3c176011f1a8ba14a1ba3eba2ac60707956b
PennPed00062,PNGImages/PennPed00062.png,PedMasks/PennPed00062_mask.png,396,315,4,0449c9cb5c5eea2c97d05bd234be1c6fd8a2a10af73b42ff2b5b6d0fb2d2ef1f,b326ca854c704fad567d2390943ac78f5896b02e8c62ee0594da20d5ec8583ce
PennPed00082,PNGImages/PennPed00082.png,PedMasks/PennPed00082_mask.png,398,321,1,61faf7a48aca4b85f22ba825d089e5dc72246d02221d9bdc844cb94cbb8783bc,918094cf6f893af43404e16f972dbe4041bf69a4f00149908c8cfb44ed7d88d0
FudanPed00059,PNGImages/FudanPed00059.png,PedMasks/FudanPed00059_mask.png,576,369,3,09bcb2197283c232b6e8e107b05c388d3fecec7d21dc33d7195e9c2fc75ffb3b,4327d92321838f286bacf502f0262c2e4ff1cb01d45d1ab85002df5e19ddd88b
PennPed00094,PNGImages/PennPed00094.png,PedMasks/PennPed00094_mask.png,422,349,1,584b3eddb83043b592e9eb3a06ec6939e64c4feace60add63b1d1fced927fd26,205727f4ca1df3e22366142481e5c13d0dc576f51fe858caf82ec467b1965cc6
FudanPed00025,PNGImages/FudanPed00025.png,PedMasks/FudanPed00025_mask.png,425,369,6,714c75273275f6ad31f30063fb241b26fa2a8ac853b14795b220ebd38ee1d805,9303b6fc52809598e0bfc33299e68d116354572d466f7dbb225b304ed45b6ffc
FudanPed00010,PNGImages/FudanPed00010.png,PedMasks/FudanPed00010_mask.png,411,393,1,651f9c4ce9ab056f3ce94c2b1159218a385ab45f33bc124ab2e5d29115dd0315,22737a7d0c9abfe85b78278dcf3dbd33b67faf69834a526257324b92a3933cf1
PennPed00007,PNGImages/PennPed00007.png,PedMasks/PennPed00007_mask.png,570,412,5,c91ff2a117df5a0a0bcbfc6ac13f568f1ad4acb372f4b4f26c3f8260659083cb,b8eb1741adb4fec7a952253de9bb8750d05a27cde0ffc0371395d2cbb9e2d2f0
PennPed00025,PNGImages/PennPed00025.png,PedMasks/PennPed00025_mask.png,450,334,3,1d0a05b83c4915b2264a5528fbfe5dc82274113f07a07151e489c90357a527ae,02b5e0616857c70e39114090c639033daf331037e5017a32505130977077a892
FudanPed00042,PNGImages/FudanPed00042.png,PedMasks/FudanPed00042_mask.png,588,547,2,257169d70d4b46d3ecc64bdc7287af287ed43bdeec48e1ae95e17506e63548bb,30b6824ce045e016950ea5e7d8de034aa4f50b66190fbec111d8add3bee8b14c
FudanPed00006,PNGImages/FudanPed00006.png,PedMasks/FudanPed00006_mask.png,385,426,2,bb8100d15bf8b02471d92857749884e5d629f44143a3a5e44d2b267a9417cb3f,6d7dfc39e4bde3272e0e2c5b8ffa3bae92b8035cc3a1e258b1f380e8d3d22562
FudanPed00027,PNGImages/FudanPed00027.png,PedMasks/FudanPed00027_mask.png,302,363,1,218b49f3e50f698aa4920a6147d78663bd3dae53a8e35d0c9c1c1eaf6480eb43,1c1f653379048b6680ee867267cc2cd4e41687b9bd363957a108360a86794117
PennPed00054,PNGImages/PennPed00054.png,PedMasks/PennPed00054_mask.png,324,334,1,b03a8189a12bc13f983853e86a5b547d3ef4d199a3fa6f811245081cc439ab07,94ae80b4894f97d748bcab717e9823b84cd1102ced9fa7be99f2f5d40ddf6b0e
FudanPed00003,PNGImages/FudanPed00003.png,PedMasks/FudanPed00003_mask.png,479,445,1,b03d3033f65a03c20476479d2ae76cf8d3156550da005e92fb101dcd413ec75f,ead7018cfabb842df2885819421ab3ab578050d7293c5aaf9cfd252bec713b2f
PennPed00034,PNGImages/PennPed00034.png,PedMasks/PennPed00034_mask.png,538,422,4,2d99494275178c949069a1b75824a9c065efafb049d6ec2dcd45bdf203d12ee9,1ed9bab4951133126a196456cab6fc63a1e1588920665987e7ceb87293b9f654
